transaction_id,date,time,location_id,SKU,quantity,is_member,customer_id,total_with_tax,tax
1278,2022-12-01,10:06:54,1,hw422,4,true,98,5.60,"0.93                                "
1278,2022-12-01,10:06:54,3,ysrak,5,true,98,11.50,"1.92                               "
1277,2022-12-18,13:59:42,2,ysrak,4,true,52,9.20,"1.53                                "
1275,2022-12-23,14:52:16,1,skexy,5,false,0,15.00,"2.50                               "
1275,2022-12-23,14:52:16,2,iu8mz,2.61,false,0,5.22,"0.87                             "
1275,2022-12-23,14:52:16,2,j0ayn,4,false,0,6.00,"1.00                                "
1275,2022-12-23,14:52:16,4,ypf75,2.09,false,0,5.22,"0.87                             "
1274,2022-12-14,16:28:59,4,ttyc7,2,true,5,4.80,"0.80                                 "
1274,2022-12-14,16:28:59,2,j0ayn,2,true,5,3.00,"0.50                                 "
1274,2022-12-14,16:28:59,3,cdue8,3,true,5,0.60,"0.10                                 "
1274,2022-12-14,16:28:59,3,xfjts,2,true,5,0.40,"0.07                                 "
1274,2022-12-14,16:28:59,5,ypf75,3.28,true,5,8.20,"1.37                              "
1274,2022-12-14,16:28:59,3,e02d7,3.99,true,5,0.40,"0.07                              "
1273,2022-12-17,9:07:49,1,j0ayn,2,true,97,3.00,"0.50                                  "
1273,2022-12-17,9:07:49,5,e02d7,3.95,true,97,0.40,"0.07                              "
1273,2022-12-17,9:07:49,4,osv5f,2,true,97,4.00,"0.67                                 "
1273,2022-12-17,9:07:49,5,qbzh7,2,true,97,5.00,"0.83                                 "
1273,2022-12-17,9:07:49,4,ysrak,4,true,97,9.20,"1.53                                 "
1272,2022-12-08,15:48:15,4,sm0ik,4,true,78,4.80,"0.80                                "
1272,2022-12-08,15:48:15,3,hw422,5,true,78,7.00,"1.17                                "
1272,2022-12-08,15:48:15,1,cdue8,2,true,78,0.40,"0.07                                "
1271,2022-12-24,11:53:51,5,iu8mz,3.15,true,44,6.30,"1.05                             "
1270,2022-12-15,8:48:12,4,hw422,3,false,0,4.20,"0.70                                 "
1270,2022-12-15,8:48:12,2,1m6s7,4,false,0,8.80,"1.47                                 "
1269,2022-12-17,8:30:40,5,ysrak,4,true,65,9.20,"1.53                                 "
1269,2022-12-17,8:30:40,1,iu8mz,2.4,true,65,4.80,"0.80                               "
1269,2022-12-17,8:30:40,2,qbzh7,2,true,65,5.00,"0.83                                 "
1269,2022-12-17,8:30:40,2,ysrak,3,true,65,6.90,"1.15                                 "
1268,2022-12-18,17:23:58,2,ck5sb,5,false,0,8.50,"1.42                                "
1268,2022-12-18,17:23:58,1,osv5f,4,false,0,8.00,"1.33                                "
1268,2022-12-18,17:23:58,3,cdue8,2,false,0,0.40,"0.07                                "
1268,2022-12-18,17:23:58,1,qmqeu,2,false,0,5.20,"0.87                                "
1268,2022-12-18,17:23:58,2,ttyc7,5,false,0,12.00,"2.00                               "
1267,2022-12-07,8:48:08,2,ysrak,5,true,96,11.50,"1.92                                 "
1267,2022-12-07,8:48:08,5,e02d7,1.02,true,96,0.10,"0.02                              "
1267,2022-12-07,8:48:08,3,bau61,3,true,96,0.60,"0.10                                 "
1267,2022-12-07,8:48:08,5,1m6s7,5,true,96,11.00,"1.83                                "
1267,2022-12-07,8:48:08,1,fjl3q,5,true,96,1.00,"0.17                                 "
1266,2022-12-17,15:49:13,1,qbzh7,2,true,10,5.00,"0.83                                 "
1266,2022-12-17,15:49:13,3,hw422,4,true,10,5.60,"0.93                                "
1266,2022-12-17,15:49:13,1,9gc8o,4,true,10,22.00,"3.67                               "
1266,2022-12-17,15:49:13,1,xfjts,2,true,10,0.40,"0.07                                "
1265,2022-12-28,19:06:02,5,qbzh7,2,false,0,5.00,"0.83                                "
1265,2022-12-28,19:06:02,1,skexy,2,false,0,6.00,"1.00                                "
1265,2022-12-28,19:06:02,1,ypf75,3.06,false,0,7.65,"1.27                             "
1264,2022-12-30,19:27:01,4,ttyc7,5,true,51,12.00,"2.00                               "
1264,2022-12-30,19:27:01,1,xfjts,4,true,51,0.80,"0.13                                "
1264,2022-12-30,19:27:01,2,ttyc7,4,true,51,9.60,"1.60                                "
1264,2022-12-30,19:27:01,5,fjl3q,4,true,51,0.80,"0.13                                "
1264,2022-12-30,19:27:01,4,cdue8,5,true,51,1.00,"0.17                                "
1263,2022-12-21,19:54:06,1,9gc8o,2,false,0,11.00,"1.83                                 "
1263,2022-12-21,19:54:06,1,hw422,2,false,0,2.80,"0.47                                "
1263,2022-12-21,19:54:06,2,ttyc7,5,false,0,12.00,"2.00                               "
1263,2022-12-21,19:54:06,2,qmqeu,5,false,0,13.00,"2.17                               "
1263,2022-12-21,19:54:06,1,j0ayn,4,false,0,6.00,"1.00                                "
1262,2022-12-05,14:18:49,5,xfjts,3,true,13,0.60,"0.10                                "
1262,2022-12-05,14:18:49,5,ttyc7,5,true,13,12.00,"2.00                               "
1261,2022-12-08,13:45:53,3,ypf75,1.83,false,0,4.58,"0.76                               "
1261,2022-12-08,13:45:53,3,ypf75,4.4,false,0,11.00,"1.83                             "
1261,2022-12-08,13:45:53,2,jv78l,4,false,0,5.20,"0.87                                "
1260,2022-12-17,15:16:35,2,ck5sb,3,false,0,5.10,"0.85                                "
1260,2022-12-17,15:16:35,1,qbzh7,5,false,0,12.50,"2.08                               "
1259,2022-12-17,14:57:00,3,ttyc7,2,false,0,4.80,"0.80                                "
1259,2022-12-17,14:57:00,3,xfjts,2,false,0,0.40,"0.07                                "
1259,2022-12-17,14:57:00,1,1m6s7,3,false,0,6.60,"1.10                                "
1258,2022-12-03,13:25:30,1,hw422,4,true,76,5.60,"0.93                                 "
1258,2022-12-03,13:25:30,1,qbzh7,3,true,76,7.50,"1.25                                "
1257,2022-12-27,12:22:59,3,qbzh7,5,true,73,12.50,"2.08                               "
1257,2022-12-27,12:22:59,3,cdue8,5,true,73,1.00,"0.17                                "
1257,2022-12-27,12:22:59,2,j0ayn,2,true,73,3.00,"0.50                                "
1256,2022-12-12,18:33:52,1,ttyc7,4,true,4,9.60,"1.60                                 "
1256,2022-12-12,18:33:52,3,qbzh7,3,true,4,7.50,"1.25                                 "
1256,2022-12-12,18:33:52,5,e02d7,3.25,true,4,0.33,"0.05                              "
1256,2022-12-12,18:33:52,2,j0ayn,4,true,4,6.00,"1.00                                 "
1256,2022-12-12,18:33:52,4,skexy,4,true,4,12.00,"2.00                                "
1256,2022-12-12,18:33:52,1,skexy,5,true,4,15.00,"2.50                                "
1255,2022-12-19,18:20:44,4,skexy,4,false,0,12.00,"2.00                                "
1255,2022-12-19,18:20:44,2,bau61,4,false,0,0.80,"0.13                                "
1255,2022-12-19,18:20:44,3,cdue8,3,false,0,0.60,"0.10                                "
1255,2022-12-19,18:20:44,2,skexy,3,false,0,9.00,"1.50                                "
1255,2022-12-19,18:20:44,5,bau61,4,false,0,0.80,"0.13                                "
1254,2022-12-12,18:56:01,3,e02d7,2.51,true,81,0.25,"0.04                             "
1254,2022-12-12,18:56:01,2,ck5sb,3,true,81,5.10,"0.85                                "
1254,2022-12-12,18:56:01,4,j0ayn,4,true,81,6.00,"1.00                                "
1253,2022-12-18,8:28:23,3,j0ayn,3,true,23,4.50,"0.75                                 "
1253,2022-12-18,8:28:23,4,e02d7,1.25,true,23,0.13,"0.02                              "
1253,2022-12-18,8:28:23,4,skexy,4,true,23,12.00,"2.00                                "
1253,2022-12-18,8:28:23,1,qbzh7,2,true,23,5.00,"0.83                                 "
1253,2022-12-18,8:28:23,5,skexy,5,true,23,15.00,"2.50                                "
1252,2022-12-09,18:01:00,4,ttyc7,2,true,20,4.80,"0.80                                "
1252,2022-12-09,18:01:00,3,skexy,5,true,20,15.00,"2.50                               "
1251,2022-12-30,16:29:15,1,xfjts,2,true,6,0.40,"0.07                                 "
1251,2022-12-30,16:29:15,3,cdue8,5,true,6,1.00,"0.17                                 "
1251,2022-12-30,16:29:15,2,skexy,4,true,6,12.00,"2.00                                "
1251,2022-12-30,16:29:15,3,sm0ik,3,true,6,3.60,"0.60                                 "
1251,2022-12-30,16:29:15,4,bau61,4,true,6,0.80,"0.13                                 "
1250,2022-12-01,9:36:38,4,j0ayn,3,true,9,4.50,"0.75                                   "
1250,2022-12-01,9:36:38,5,xfjts,2,true,9,0.40,"0.07                                  "
1250,2022-12-01,9:36:38,4,jv78l,4,true,9,5.20,"0.87                                  "
1250,2022-12-01,9:36:38,5,cdue8,3,true,9,0.60,"0.10                                  "
1249,2022-12-13,9:17:09,1,ysrak,2,true,99,4.60,"0.77                                 "
1248,2022-12-25,13:14:35,5,jv78l,3,true,93,3.90,"0.65                                "
1248,2022-12-25,13:14:35,1,cdue8,3,true,93,0.60,"0.10                                "
1248,2022-12-25,13:14:35,4,iu8mz,3.77,true,93,7.54,"1.26                             "
1248,2022-12-25,13:14:35,3,hw422,2,true,93,2.80,"0.47                                "
1248,2022-12-25,13:14:35,1,xfjts,3,true,93,0.60,"0.10                                "
1247,2022-12-12,15:22:28,2,bau61,2,true,55,0.40,"0.07                                 "
1247,2022-12-12,15:22:28,2,1m6s7,4,true,55,8.80,"1.47                                "
1247,2022-12-12,15:22:28,2,1m6s7,4,true,55,8.80,"1.47                                "
1247,2022-12-12,15:22:28,4,qmqeu,5,true,55,13.00,"2.17                               "
1246,2022-12-06,8:24:07,2,qbzh7,5,true,85,12.50,"2.08                                "
1246,2022-12-06,8:24:07,5,osv5f,3,true,85,6.00,"1.00                                 "
1246,2022-12-06,8:24:07,1,e02d7,3.29,true,85,0.33,"0.05                              "
1245,2022-12-28,8:47:04,5,ypf75,1.82,false,0,4.55,"0.76                              "
1245,2022-12-28,8:47:04,2,fjl3q,2,false,0,0.40,"0.07                                 "
1244,2022-12-10,13:14:54,2,ck5sb,3,false,0,5.10,"0.85                                "
1244,2022-12-10,13:14:54,2,qbzh7,2,false,0,5.00,"0.83                                "
1243,2022-12-26,18:48:19,3,osv5f,2,false,0,4.00,"0.67                                 "
1243,2022-12-26,18:48:19,5,1m6s7,2,false,0,4.40,"0.73                                 "
1243,2022-12-26,18:48:19,4,ypf75,3.88,false,0,9.70,"1.62                             "
1241,2022-12-28,19:54:44,1,qmqeu,5,true,29,13.00,"2.17                               "
1241,2022-12-28,19:54:44,5,fjl3q,3,true,29,0.60,"0.10                                "
1240,2022-12-12,19:40:51,4,ysrak,3,false,0,6.90,"1.15                                "
1240,2022-12-12,19:40:51,5,qbzh7,2,false,0,5.00,"0.83                                "
1240,2022-12-12,19:40:51,1,hw422,5,false,0,7.00,"1.17                                "
1240,2022-12-12,19:40:51,1,cdue8,4,false,0,0.80,"0.13                                "
1239,2022-12-15,12:59:44,3,bau61,3,true,9,0.60,"0.10                                 "
1238,2022-12-05,8:32:27,4,jv78l,2,false,0,2.60,"0.43                                  "
1238,2022-12-05,8:32:27,1,ttyc7,2,false,0,4.80,"0.80                                 "
1238,2022-12-05,8:32:27,2,ttyc7,5,false,0,12.00,"2.00                                "
1237,2022-12-09,15:25:27,2,ysrak,3,true,2,6.90,"1.15                                 "
1237,2022-12-09,15:25:27,1,jv78l,2,true,2,2.60,"0.43                                 "
1237,2022-12-09,15:25:27,2,ttyc7,3,true,2,7.20,"1.20                                 "
1236,2022-12-29,19:48:03,1,qmqeu,5,false,0,13.00,"2.17                               "
1236,2022-12-29,19:48:03,5,qmqeu,2,false,0,5.20,"0.87                                "
1236,2022-12-29,19:48:03,1,iu8mz,2.45,false,0,4.90,"0.82                             "
1235,2022-12-09,12:01:03,4,1m6s7,2,true,51,4.40,"0.73                                "
1234,2022-12-21,17:57:59,2,1m6s7,3,true,52,6.60,"1.10                                 "
1234,2022-12-21,17:57:59,1,e02d7,3.11,true,52,0.31,"0.05                             "
1234,2022-12-21,17:57:59,2,qbzh7,2,true,52,5.00,"0.83                                "
1233,2022-12-09,13:43:50,4,sm0ik,5,true,9,6.00,"1.00                                  "
1233,2022-12-09,13:43:50,5,skexy,4,true,9,12.00,"2.00                                "
1233,2022-12-09,13:43:50,5,osv5f,2,true,9,4.00,"0.67                                 "
1232,2022-12-12,18:36:18,1,iu8mz,1.19,true,29,2.38,"0.40                             "
1231,2022-12-24,12:53:30,3,hw422,2,false,0,2.80,"0.47                                 "
1231,2022-12-24,12:53:30,2,fjl3q,3,false,0,0.60,"0.10                                "
1230,2022-12-20,13:51:16,1,jv78l,2,false,0,2.60,"0.43                                 "
1230,2022-12-20,13:51:16,3,1m6s7,4,false,0,8.80,"1.47                                "
1230,2022-12-20,13:51:16,5,ysrak,5,false,0,11.50,"1.92                               "
1230,2022-12-20,13:51:16,5,ypf75,1.54,false,0,3.85,"0.64                             "
1229,2022-12-16,11:48:37,2,ttyc7,4,false,0,9.60,"1.60                                "
1229,2022-12-16,11:48:37,2,osv5f,3,false,0,6.00,"1.00                                "
1229,2022-12-16,11:48:37,2,1m6s7,4,false,0,8.80,"1.47                                "
1229,2022-12-16,11:48:37,4,hw422,4,false,0,5.60,"0.93                                "
1229,2022-12-16,11:48:37,3,ysrak,5,false,0,11.50,"1.92                               "
1229,2022-12-16,11:48:37,5,jv78l,4,false,0,5.20,"0.87                                "
